Gene ID	pathway_id	Pathway	Activity	
PF3D7_0420100	Ribosomegenes	Genes coding for components involved in ribosome assembly	serine/threonine protein kinase RIO2	
PF3D7_0420100	riboMaturation	Maturation and export of 60S and 40S ribosomal subunits	serine/threonine protein kinase RIO2	
PF3D7_0420100	Protein_kinases	Protein kinase coding genes	serine/threonine protein kinase RIO2	
PF3D7_0420100	phosphorylation	Protein phosphorylation	serine/threonine protein kinase RIO2	
PF3D7_0420200	apicoplastgenes	Nuclear genes with apicoplast signal sequences	holo-[acyl-carrier-protein] synthase, putative	
PF3D7_0420200	coasynthesis	CoA biosynthesis	holo-[acyl-carrier-protein] synthase, putative	
PF3D7_0420200	api_prot	The proteome of the apicoplast	holo-[acyl-carrier-protein] synthase, putative	
PF3D7_0420300	Acet_prot	Lysine acetylated proteins	AP2 domain transcription factor	
PF3D7_0420300	phosph_treeck	Phosphoproteome - Treeck et al 2011	AP2 domain transcription factor	
PF3D7_0420300	transc_prot	Transcription associated proteins implicated in the transcriptional machinery	AP2 domain transcription factor	
PF3D7_0420300	PQS	P. falciparum genes harboring G-quadruplexes	AP2 domain transcription factor	
PF3D7_0420300	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	AP2 domain transcription factor	
PF3D7_0420300	phospoprot	Phosphoproteome	AP2 domain transcription factor	
PF3D7_0420300	transcr_prot	Transcription related proteins encoding genes	AP2 domain transcription factor	
PF3D7_0420300	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	AP2 domain transcription factor	
PF3D7_0420300	Interac_prot	Important interacting proteins	AP2 domain transcription factor	
PF3D7_0420300	DNAAP2	DNA binding proteins with AP2 domain(s)	AP2 domain transcription factor	
PF3D7_0420300	phosph_Pease	Phosphoproteome - Pease et al 2013	AP2 domain transcription factor	
PF3D7_0420300	arg_meth	Arginine-methylated proteins	AP2 domain transcription factor	
PF3D7_0420300	phosph_Collins	Phosphoproteome - Collins et al 2014	AP2 domain transcription factor	
PF3D7_0420300	cAMP_stage	Differentially expressed genes in different stages treated with cAMP	AP2 domain transcription factor	
PF3D7_0420300	phospho_mero	Phosphoproteome of the merozoite	AP2 domain transcription factor	
PF3D7_0420300	nucle_prote	Nuclear proteome	AP2 domain transcription factor	
PF3D7_0420300	cell_cycle	Proteins predicted to be involved in cell cycle regulatory network	AP2 domain transcription factor	
PF3D7_0420400	arg_meth	Arginine-methylated proteins	ribosome-recycling factor	
PF3D7_0420400	prokaryotes	Translation in prokaryotes - a template for apicoplast and mitochondrion	ribosome-recycling factor	
PF3D7_0420400	transl_mito	Translation in mitochondrion	ribosome-recycling factor	
PF3D7_0420400	trans_com	Organellar distribution of translation components	ribosome-recycling factor	
PF3D7_0420400	nucle_prote	Nuclear proteome	ribosome-recycling factor	
PF3D7_0420400	crt_mdr_GEN	Genes whose expression is highly positively or negatively correlated with pfcrt or pfmdr1	ribosome-recycling factor	
PF3D7_0420700	Par_RBC	Protein-Protein Interactions between Human Erythrocytes and Plasmodium falciparum	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420700	exportome	Exportome - compiled from various sources	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420700	PfEMP1	PfEMP1 domain architectures	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420700	virulence	Candidate genes related to virulence	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420700	rosetting	Rosette formation between normal and infected RBC	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420700	PQS	P. falciparum genes harboring G-quadruplexes	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420700	cytoadherencescheme	Interactions between modified host cell membrane and endothelial cell	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420700	Acet_prot	Lysine acetylated proteins	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420700	struc_telom	Structure of telomere and sub-telomeric regions	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420700	phospoprot	Phosphoproteome	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420900	virulence	Candidate genes related to virulence	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420900	PfEMP1	PfEMP1 domain architectures	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420900	struc_telom	Structure of telomere and sub-telomeric regions	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420900	exportome	Exportome - compiled from various sources	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420900	rosetting	Rosette formation between normal and infected RBC	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420900	cytoadherencescheme	Interactions between modified host cell membrane and endothelial cell	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420900	Par_RBC	Protein-Protein Interactions between Human Erythrocytes and Plasmodium falciparum	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0420900	PQS	P. falciparum genes harboring G-quadruplexes	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	PQS	P. falciparum genes harboring G-quadruplexes	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	PfEMP1	PfEMP1 domain architectures	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	gene_lumef	Gene expression affected by lumefantrine	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	phospoprot	Phosphoproteome	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	exportome	Exportome - compiled from various sources	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	rosetting	Rosette formation between normal and infected RBC	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	cytoadherencescheme	Interactions between modified host cell membrane and endothelial cell	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	Doxyc_transc	Doxycycline - effect of drug on gene transcription	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	Chloram_transc	Chloramphenicol - effect of drug on gene transcription	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	struc_telom	Structure of telomere and sub-telomeric regions	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421100	virulence	Candidate genes related to virulence	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421200	virulence	Candidate genes related to virulence	rifin	
PF3D7_0421200	struc_telom	Structure of telomere and sub-telomeric regions	rifin	
PF3D7_0421200	exportome	Exportome - compiled from various sources	rifin	
PF3D7_0421200	rosetting	Rosette formation between normal and infected RBC	rifin	
PF3D7_0421200	cytoadherencescheme	Interactions between modified host cell membrane and endothelial cell	rifin	
PF3D7_0421300	rosetting	Rosette formation between normal and infected RBC	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421300	PQS	P. falciparum genes harboring G-quadruplexes	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421300	lys_met	Peptides with confirmed methylated lysine residues	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421300	seve_uncom	Genes differentially expressed in severe malaria	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421300	Par_RBC	Protein-Protein Interactions between Human Erythrocytes and Plasmodium falciparum	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421300	cytoadherencescheme	Interactions between modified host cell membrane and endothelial cell	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421300	PfEMP1	PfEMP1 domain architectures	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421300	virulence	Candidate genes related to virulence	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421300	struc_telom	Structure of telomere and sub-telomeric regions	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421300	exportome	Exportome - compiled from various sources	erythrocyte membrane protein 1, PfEMP1	
PF3D7_0421500	PQS	P. falciparum genes harboring G-quadruplexes	rifin, pseudogene	
PF3D7_0421500	rosetting	Rosette formation between normal and infected RBC	rifin, pseudogene	
PF3D7_0421500	Doxyc_transc	Doxycycline - effect of drug on gene transcription	rifin, pseudogene	
PF3D7_0421500	struc_telom	Structure of telomere and sub-telomeric regions	rifin, pseudogene	
PF3D7_0421500	exportome	Exportome - compiled from various sources	rifin, pseudogene	
PF3D7_0421500	cytoadherencescheme	Interactions between modified host cell membrane and endothelial cell	rifin, pseudogene	
PF3D7_0421600	rosetting	Rosette formation between normal and infected RBC	erythrocyte membrane protein 1 (PfEMP1)-like pseudogene	
PF3D7_0421600	cytoadherencescheme	Interactions between modified host cell membrane and endothelial cell	erythrocyte membrane protein 1 (PfEMP1)-like pseudogene	
PF3D7_0422000	diffprot	Differential proteome analysis under drug treatment	steroid dehydrogenase, putative	
PF3D7_0422000	apicoplastgenes	Nuclear genes with apicoplast signal sequences	steroid dehydrogenase, putative	
PF3D7_0422000	PL_synth	Enzymes involved in glycerophospholipid synthesis	steroid dehydrogenase, putative	
PF3D7_0422000	Tafenoq_transc	Tafenoquine - effect of drug on gene transcription	steroid dehydrogenase, putative	
PF3D7_0422000	targ_pred	Drug-target associations predicted for P. falciparum	steroid dehydrogenase, putative	
PF3D7_0422000	fa_elong	Fatty acids elongation in the endoplasmic reticulum	steroid dehydrogenase, putative	
PF3D7_0422100	api_prot	The proteome of the apicoplast	transmembrane emp24 domain-containing protein, putative	
PF3D7_0422100	COPII	Classical COPII-mediated vesicular transport	transmembrane emp24 domain-containing protein, putative	
PF3D7_0422100	Acet_prot	Lysine acetylated proteins	transmembrane emp24 domain-containing protein, putative	
PF3D7_0422100	SEP_prot	Top ranked surface exposed proteins	transmembrane emp24 domain-containing protein, putative	
PF3D7_0422100	COPI	Classical COPI-mediated vesicular transport	transmembrane emp24 domain-containing protein, putative	
PF3D7_0422200	phosph_Pease	Phosphoproteome - Pease et al 2013	erythrocyte membrane-associated antigen	
PF3D7_0422200	ATG_Autop	The ATG autophagic pathway	erythrocyte membrane-associated antigen	
PF3D7_0422200	phospoprot	Phosphoproteome	erythrocyte membrane-associated antigen	
PF3D7_0422200	prot_protease	Protein-protein associations involving proteases	erythrocyte membrane-associated antigen	
PF3D7_0422200	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	erythrocyte membrane-associated antigen	
PF3D7_0422200	phosph_treeck	Phosphoproteome - Treeck et al 2011	erythrocyte membrane-associated antigen	
PF3D7_0422300	mtub_centros	Microtubule organization at the centrosome	alpha tubulin 2	
PF3D7_0422300	centrosome	Centrosome proteins	alpha tubulin 2	
PF3D7_0422300	spindle_length	Effect of different motors on spindle length	alpha tubulin 2	
PF3D7_0422300	targ_pred	Drug-target associations predicted for P. falciparum	alpha tubulin 2	
PF3D7_0422300	Kinetochore	Kinetochores power chromosome movements in mitosis	alpha tubulin 2	
PF3D7_0422300	mitoticCentro	Structure of the mitotic centrosome	alpha tubulin 2	
PF3D7_0422300	SEP_prot	Top ranked surface exposed proteins	alpha tubulin 2	
PF3D7_0422300	phosph_treeck	Phosphoproteome - Treeck et al 2011	alpha tubulin 2	
PF3D7_0422300	nucle_prote	Nuclear proteome	alpha tubulin 2	
PF3D7_0422300	prot_ATP	Proteins with ATPase activity	alpha tubulin 2	
PF3D7_0422300	Centriole	Centriole proteins	alpha tubulin 2	
PF3D7_0422300	PQS	P. falciparum genes harboring G-quadruplexes	alpha tubulin 2	
PF3D7_0422300	tubulin	Tubulin and microtubules	alpha tubulin 2	
PF3D7_0422300	phospoprot	Phosphoproteome	alpha tubulin 2	
PF3D7_0422300	flagel	Putative flagellar proteins	alpha tubulin 2	
PF3D7_0422300	microtubuleDynam	Regulation of spindle microtubule dynamics	alpha tubulin 2	
PF3D7_0422300	cont_micro_asse	Control of microtubule assembly	alpha tubulin 2	
PF3D7_0422400	gluth_prot	S-Glutathionylated proteins	40S ribosomal protein S19	
PF3D7_0422400	cAMP_stage	Differentially expressed genes in different stages treated with cAMP	40S ribosomal protein S19	
PF3D7_0422400	ribosomeStruct	Ribosomal structure	40S ribosomal protein S19	
PF3D7_0422400	DRM_prot	Proteins of detergent-resistant membranes	40S ribosomal protein S19	
PF3D7_0422400	nucle_prote	Nuclear proteome	40S ribosomal protein S19	
PF3D7_0422400	prot_protease	Protein-protein associations involving proteases	40S ribosomal protein S19	
PF3D7_0422400	prot_ATP	Proteins with ATPase activity	40S ribosomal protein S19	
PF3D7_0422400	redoxReg	Proteins targeted by the thioredoxin superfamily enzymes	40S ribosomal protein S19	
PF3D7_0422500	splic_nons	Splicing and non-sense-mediated decay factors	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	phosph_treeck	Phosphoproteome - Treeck et al 2011	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	splic_path	Schematic representation of the spliceosome pathway in yeast	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	phosph_Collins	Phosphoproteome - Collins et al 2014	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	crt_mdr_GEN	Genes whose expression is highly positively or negatively correlated with pfcrt or pfmdr1	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	phosph_Pease	Phosphoproteome - Pease et al 2013	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	exo-compl	Protein composition of affinity-purified exon and B-like complexes	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	helicases	Helicases	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	phospoprot	Phosphoproteome	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	Acet_prot	Lysine acetylated proteins	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	RNA_prot	RNA binding proteins	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	gluth_prot	S-Glutathionylated proteins	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	PQS	P. falciparum genes harboring G-quadruplexes	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422500	splicing	Splicing of pre-mRNA	pre-mRNA-splicing helicase BRR2, putative	
PF3D7_0422700	RNA_prot	RNA binding proteins	eukaryotic initiation factor 4A-III, putative	
PF3D7_0422700	riboMaturation	Maturation and export of 60S and 40S ribosomal subunits	eukaryotic initiation factor 4A-III, putative	
PF3D7_0422700	nucle_prote	Nuclear proteome	eukaryotic initiation factor 4A-III, putative	
PF3D7_0422700	intTranslation	Initiation of translation	eukaryotic initiation factor 4A-III, putative	
PF3D7_0422700	Ribosomegenes	Genes coding for components involved in ribosome assembly	eukaryotic initiation factor 4A-III, putative	
PF3D7_0422700	diffprot	Differential proteome analysis under drug treatment	eukaryotic initiation factor 4A-III, putative	
PF3D7_0422800	cAMP_sign	Activation of the calcium and cAMP signaling pathway by melatonin	serpentine receptor, putative	
PF3D7_0422800	sign_mach	Signaling machinery in malaria parasites	serpentine receptor, putative	
PF3D7_0422900	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	methyltransferase, putative	
PF3D7_0422900	PQS	P. falciparum genes harboring G-quadruplexes	methyltransferase, putative	
PF3D7_0423100	clathrintransport	Classical clathrin-mediated vesicular transport	AP-4 complex subunit sigma, putative	
PF3D7_0423100	sub_loc_adapt	Subcellular location of adaptor proteins	AP-4 complex subunit sigma, putative	
PF3D7_0423100	hyperox	Effect of hyperoxia on gene expression	AP-4 complex subunit sigma, putative	
