Gene ID	source_id	Product Description	Previous ID(s)	gene_source_id	Gene Name or Symbol	Gene has Unmatched Transcripts	
PBANKA_0827100	PBANKA_0827100.1	protein kinase, putative	Previous IDs: PB000053.03.0;PB000054.03.0;PBANKA_082710	PBANKA_0827100	N/A	no	
PBANKA_0827200	PBANKA_0827200.1	monocarboxylate transporter, putative	Previous IDs: PB000051.03.0;PBANKA_082720	PBANKA_0827200	N/A	no	
PBANKA_0827300	PBANKA_0827300.1	tetratricopeptide repeat protein, putative	Previous IDs: PB000052.03.0;PBANKA_082730	PBANKA_0827300	N/A	no	
PBANKA_0827400	PBANKA_0827400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001624.02.0;PBANKA_082740	PBANKA_0827400	N/A	no	
PBANKA_0827500	PBANKA_0827500.1	glutamine-dependent NAD(+) synthetase, putative	Previous IDs: PB001037.00.0;PB001625.02.0;PB300276.00.0;PB301019.00.0;PBANKA_082750	PBANKA_0827500	NADSYN	no	
PBANKA_0827600	PBANKA_0827600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001038.00.0;PB301020.00.0;PBANKA_082760	PBANKA_0827600	N/A	no	
PBANKA_0827700	PBANKA_0827700.1	replication termination factor, putative	Previous IDs: PB000211.02.0;PBANKA_082770	PBANKA_0827700	N/A	no	
PBANKA_0827800	PBANKA_0827800.1	HSP90 co-chaperone p23, putative	Previous IDs: PB000117.00.0;PBANKA_082780	PBANKA_0827800	P23	no	
PBANKA_0827900	PBANKA_0827900.1	conserved protein, unknown function	Previous IDs: PB000116.00.0;PB300523.00.0;PBANKA_082790	PBANKA_0827900	N/A	no	
PBANKA_0828000	PBANKA_0828000.1	zinc finger protein, putative	Previous IDs: PB000475.00.0;PB403612.00.0;PB404782.00.0;PBANKA_082800	PBANKA_0828000	N/A	no	
PBANKA_0828100	PBANKA_0828100.1	fumarate hydratase, putative	Previous IDs: PB000657.03.0;PBANKA_082810	PBANKA_0828100	FH	no	
PBANKA_0828200	PBANKA_0828200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000658.03.0;PB402793.00.0;PBANKA_082820	PBANKA_0828200	N/A	no	
PBANKA_0828300	PBANKA_0828300.1	dynein light chain, putative	Previous IDs: PB000659.03.0;PBANKA_082830	PBANKA_0828300	N/A	no	
PBANKA_0828400	PBANKA_0828400.1	RNA-binding protein, putative	Previous IDs: PB000110.03.0;PB001580.02.0;PBANKA_082840	PBANKA_0828400	N/A	no	
PBANKA_0828500	PBANKA_0828500.1	serine/threonine protein phosphatase 4	Previous IDs: PB001577.02.0;PBANKA_082850	PBANKA_0828500	PPP4	no	
PBANKA_0828600	PBANKA_0828600.1	cytochrome c oxidase subunit 5B, putative	Previous IDs: PB001579.02.0;PBANKA_082860	PBANKA_0828600	COX5B	no	
PBANKA_0828700	PBANKA_0828700.1	phosphatidylserine decarboxylase, putative	Previous IDs: PB001578.02.0;PBANKA_082870	PBANKA_0828700	PSD	no	
PBANKA_0828800	PBANKA_0828800.1	cytochrome c oxidase subunit 6B, putative	Previous IDs: PB001582.02.0;PB301261.00.0;PBANKA_082880	PBANKA_0828800	COX6B	no	
PBANKA_0828900	PBANKA_0828900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001581.02.0;PB301537.00.0;PBANKA_082890	PBANKA_0828900	N/A	no	
PBANKA_0829000	PBANKA_0829000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000102.02.0;PB100062.00.0;PBANKA_082900	PBANKA_0829000	N/A	no	
PBANKA_0829100	PBANKA_0829100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB100063.00.0;PBANKA_082910	PBANKA_0829100	N/A	no	
PBANKA_0829200	PBANKA_0829200.1	conserved protein, unknown function	Previous IDs: PB000031.00.0;PBANKA_082920	PBANKA_0829200	N/A	no	
PBANKA_0829300	PBANKA_0829300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB108222.00.0;PBANKA_082930	PBANKA_0829300	N/A	no	
PBANKA_0829400	PBANKA_0829400.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_082940	PBANKA_0829400	N/A	no	
PBANKA_0829500	PBANKA_0829500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000005.00.0;PBANKA_082950	PBANKA_0829500	N/A	no	
PBANKA_0829600	PBANKA_0829600.1	serine/threonine protein kinase, putative	Previous IDs: PB000151.02.0;PBANKA_082960	PBANKA_0829600	N/A	no	
PBANKA_0829700	PBANKA_0829700.1	guanylate kinase, putative	Previous IDs: PB000150.02.0;PBANKA_082970	PBANKA_0829700	GK	no	
PBANKA_0829800	PBANKA_0829800.1	transcription initiation factor TFIID subunit 7, putative	Previous IDs: PB000149.02.0;PBANKA_082980	PBANKA_0829800	TAF7	no	
PBANKA_0829900	PBANKA_0829900.1	conserved protein, unknown function	Previous IDs: PB300635.00.0;PBANKA_082990	PBANKA_0829900	N/A	no	
PBANKA_0830000	PBANKA_0830000.1	RNA-binding protein, putative	Previous IDs: PB300680.00.0;PBANKA_083000	PBANKA_0830000	N/A	no	
PBANKA_0830100	PBANKA_0830100.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_083010	PBANKA_0830100	N/A	no	
PBANKA_0830200	PBANKA_0830200.1	high molecular weight rhoptry protein 2	Previous IDs: PB001562.02.0;PB301210.00.0;PBANKA_083020	PBANKA_0830200	RhopH2	no	
PBANKA_0830300	PBANKA_0830300.1	conserved protein, unknown function	Previous IDs: PB000742.02.0;PB301035.00.0;PBANKA_083030	PBANKA_0830300	N/A	no	
PBANKA_0830400	PBANKA_0830400.1	G2 protein	Previous IDs: PB000740.02.0;PB300774.00.0;PBANKA_083040	PBANKA_0830400	N/A	no	
PBANKA_0830450	PBANKA_0830450.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000741.02.0;PBANKA_083045;PBANKA_083050	PBANKA_0830450	N/A	no	
PBANKA_0830500	PBANKA_0830500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000741.02.0;PBANKA_083050	PBANKA_0830500	N/A	no	
PBANKA_0830600	PBANKA_0830600.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_083060	PBANKA_0830600	N/A	no	
PBANKA_0830700	PBANKA_0830700.1	procollagen lysine 5-dioxygenase, putative	Previous IDs: PB000407.02.0;PBANKA_083070	PBANKA_0830700	N/A	no	
PBANKA_0830800	PBANKA_0830800.1	heptatricopeptide repeat-containing protein, putative	Previous IDs: PB000406.02.0;PBANKA_083080	PBANKA_0830800	N/A	no	
PBANKA_0830900	PBANKA_0830900.1	leucine-rich repeat protein	Previous IDs: LRR8;PBANKA_083090	PBANKA_0830900	LRR8	no	
PBANKA_0831000	PBANKA_0831000.1	merozoite surface protein 1	Previous IDs: PB000172.01.0;PB300581.00.0;PBANKA_083100	PBANKA_0831000	MSP1	no	
PBANKA_0831100	PBANKA_0831100.1	zinc finger protein, putative	Previous IDs: PB000479.02.0;PB102541.00.0;PBANKA_083110	PBANKA_0831100	N/A	no	
PBANKA_0831200	PBANKA_0831200.1	diacylglycerol kinase, putative	Previous IDs: PB000478.02.0;PBANKA_083120	PBANKA_0831200	N/A	no	
PBANKA_0831300	PBANKA_0831300.1	peptidyl-prolyl cis-trans isomerase, putative	Previous IDs: PB001091.02.0;PBANKA_083130	PBANKA_0831300	CYP72	no	
PBANKA_0831400	PBANKA_0831400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB106112.00.0;PBANKA_083140	PBANKA_0831400	N/A	no	
PBANKA_0831500	PBANKA_0831500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000177.00.0;PB300361.00.0;PB300488.00.0;PB301013.00.0;PB301459.00.0;PBANKA_083150	PBANKA_0831500	N/A	no	
PBANKA_0831600	PBANKA_0831600.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_083160	PBANKA_0831600	N/A	no	
PBANKA_0831700	PBANKA_0831700.1	NifU-like protein, putative	Previous IDs: PB104538.00.0;PBANKA_083170	PBANKA_0831700	NFU1	no	
PBANKA_0831800	PBANKA_0831800.1	elongation factor Tu, putative	Previous IDs: PB000141.02.0;PB001565.02.0;PB301242.00.0;PBANKA_083180	PBANKA_0831800	N/A	no	
PBANKA_0831900	PBANKA_0831900.1	nucleolar protein Nop52, putative	Previous IDs: PB300365.00.0;PBANKA_083190	PBANKA_0831900	N/A	no	
PBANKA_0832000	PBANKA_0832000.1	selenoprotein, putative	Previous IDs: PBANKA_083200;Sel2	PBANKA_0832000	Sel2	no	
PBANKA_0832100	PBANKA_0832100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000049.01.0;PB000179.02.0;PB300344.00.0;PBANKA_083210	PBANKA_0832100	N/A	no	
PBANKA_0832200	PBANKA_0832200.1	PUB domain-containing protein, putative	Previous IDs: PB300429.00.0;PBANKA_083220	PBANKA_0832200	N/A	no	
PBANKA_0832300	PBANKA_0832300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB402521.00.0;PBANKA_083230	PBANKA_0832300	N/A	no	
PBANKA_0832400	PBANKA_0832400.1	conserved protein, unknown function	Previous IDs: PBANKA_083240	PBANKA_0832400	N/A	no	
PBANKA_0832500	PBANKA_0832500.1	PIH1 domain-containing protein, putative	Previous IDs: PB000333.00.0;PBANKA_083250	PBANKA_0832500	N/A	no	
PBANKA_0832600	PBANKA_0832600.1	proteasome subunit beta type-6, putative	Previous IDs: PB000332.00.0;PBANKA_083260	PBANKA_0832600	N/A	no	
PBANKA_0832700	PBANKA_0832700.1	adenylate kinase-like protein 2, putative	Previous IDs: PB000334.00.0;PBANKA_083270	PBANKA_0832700	AKLP2	no	
PBANKA_0832800	PBANKA_0832800.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_083280	PBANKA_0832800	N/A	no	
PBANKA_0832900	PBANKA_0832900.1	protein MAM3, putative	Previous IDs: PB001504.02.0;PB104926.00.0;PBANKA_083290	PBANKA_0832900	N/A	no	
PBANKA_0833000	PBANKA_0833000.1	profilin	Previous IDs: PB000623.00.0;PBANKA_083300	PBANKA_0833000	PFN	no	
PBANKA_0833100	PBANKA_0833100.1	M18 aspartyl aminopeptidase, putative	Previous IDs: PB000622.00.0;PB000725.01.0;PBANKA_083310	PBANKA_0833100	M18AAP	no	
PBANKA_0833200	PBANKA_0833200.1	peptide chain release factor 1, putative	Previous IDs: PB300259.00.0;PBANKA_083320	PBANKA_0833200	RF1	no	
PBANKA_0833300	PBANKA_0833300.1	palmitoyltransferase DHHC6, putative	Previous IDs: PBANKA_083330	PBANKA_0833300	DHHC6	no	
PBANKA_0833400	PBANKA_0833400.1	apicoplast ribosomal protein S6, putative	Previous IDs: PB001315.02.0;PBANKA_083340	PBANKA_0833400	RPS6	no	
PBANKA_0833500	PBANKA_0833500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000773.00.0;PBANKA_083350	PBANKA_0833500	N/A	no	
PBANKA_0833600	PBANKA_0833600.1	importin alpha re-exporter, putative	Previous IDs: PB000770.03.0;PB000772.00.0;PBANKA_083360	PBANKA_0833600	CSE1	no	
PBANKA_0833700	PBANKA_0833700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000657.00.0;PBANKA_083370	PBANKA_0833700	N/A	no	
PBANKA_0833800	PBANKA_0833800.1	CSTF domain-containing protein, putative	Previous IDs: PB000009.02.0;PB000656.00.0;PBANKA_083380	PBANKA_0833800	N/A	no	
PBANKA_0833900	PBANKA_0833900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000959.00.0;PB104306.00.0;PB300516.00.0;PBANKA_083390	PBANKA_0833900	N/A	no	
PBANKA_0834000	PBANKA_0834000.1	calcyclin-binding protein, putative	Previous IDs: PBANKA_083400	PBANKA_0834000	N/A	no	
PBANKA_0834100	PBANKA_0834100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001036.03.0;PBANKA_083410	PBANKA_0834100	N/A	no	
PBANKA_0834200	PBANKA_0834200.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_083420	PBANKA_0834200	N/A	no	
PBANKA_0834300	PBANKA_0834300.1	gamma-tubulin complex component, putative	Previous IDs: PB001035.03.0;PB001666.02.0;PB300039.00.0;PBANKA_083430	PBANKA_0834300	N/A	no	
PBANKA_0834400	PBANKA_0834400.1	mitochondrial-processing peptidase subunit beta, putative	Previous IDs: PB001664.02.0;PBANKA_083440	PBANKA_0834400	MAS1	no	
PBANKA_0834500	PBANKA_0834500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001668.02.0;PB402751.00.0;PBANKA_083450	PBANKA_0834500	N/A	no	
PBANKA_0834600	PBANKA_0834600.1	tubulin delta chain, putative	Previous IDs: PB001665.02.0;PB300722.00.0;PBANKA_083460	PBANKA_0834600	N/A	no	
PBANKA_0834700	PBANKA_0834700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001667.02.0;PBANKA_083470	PBANKA_0834700	N/A	no	
PBANKA_0834800	PBANKA_0834800.1	histidine--tRNA ligase, putative	Previous IDs: PB000524.02.0;PBANKA_083480	PBANKA_0834800	N/A	no	
PBANKA_0834900	PBANKA_0834900.1	TFIIH basal transcription factor complex helicase XPD subunit, putative	Previous IDs: PB000523.02.0;PB001131.02.0;PBANKA_083490	PBANKA_0834900	XPD	no	
PBANKA_0835000	PBANKA_0835000.1	conserved protein, unknown function	Previous IDs: PB001134.02.0;PBANKA_083500	PBANKA_0835000	N/A	no	
PBANKA_0835100	PBANKA_0835100.1	ATP synthase-associated protein, putative	Previous IDs: PB001135.02.0;PBANKA_083510	PBANKA_0835100	N/A	no	
PBANKA_0835200	PBANKA_0835200.1	AP2 domain transcription factor, putative	Previous IDs: PB001132.02.0;PBANKA_083520	PBANKA_0835200	ApiAP2	no	
PBANKA_0835300	PBANKA_0835300.1	V-type proton ATPase subunit E, putative	Previous IDs: PB001133.02.0;PBANKA_083530	PBANKA_0835300	N/A	no	
PBANKA_0835400	PBANKA_0835400.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_083540	PBANKA_0835400	N/A	no	
PBANKA_0835500	PBANKA_0835500.1	UBX domain-containing protein, putative	Previous IDs: PB000118.01.0;PBANKA_083550	PBANKA_0835500	N/A	no	
PBANKA_0835600	PBANKA_0835600.1	cAMP-dependent protein kinase catalytic subunit	Previous IDs: PB000532.02.0;PBANKA_083560;PKA	PBANKA_0835600	PKAc	no	
PBANKA_0835700	PBANKA_0835700.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_083570	PBANKA_0835700	N/A	no	
PBANKA_0835800	PBANKA_0835800.1	U2 small nuclear ribonucleoprotein B'', putative	Previous IDs: PB000091.02.0;PBANKA_083580	PBANKA_0835800	SNRPB2	no	
PBANKA_0835900	PBANKA_0835900.1	protein kish, putative	Previous IDs: PBANKA_083590	PBANKA_0835900	KSH1	no	
PBANKA_0836000	PBANKA_0836000.1	vacuolar protein sorting-associated protein 33, putative	Previous IDs: PB000004.00.0;PBANKA_083600	PBANKA_0836000	VPS33	no	
PBANKA_0836100	PBANKA_0836100.1	phosphatidylinositol N-acetylglucosaminyltransferase subunit P, putative	Previous IDs: PBANKA_083610	PBANKA_0836100	N/A	no	
PBANKA_0836200	PBANKA_0836200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB105184.00.0;PB107319.00.0;PB107320.00.0;PBANKA_083620	PBANKA_0836200	N/A	no	
PBANKA_0836300	PBANKA_0836300.1	cytoadherence linked asexual protein 9	Previous IDs: PB000048.01.0;PB000482.02.0;PB000829.03.0;PBANKA_083630	PBANKA_0836300	CLAG9	no	
PBANKA_0836400	PBANKA_0836400.1	Plasmodium exported protein, unknown function	Previous IDs: PB403414.00.0;PBANKA_083640	PBANKA_0836400	N/A	no	
PBANKA_0836500	PBANKA_0836500.1	conserved rodent malaria protein, unknown function	Previous IDs: PB403265.00.0;PBANKA_083650	PBANKA_0836500	N/A	no	
PBANKA_0836550	PBANKA_0836550.1	PIR protein, pseudogene	Previous IDs: PBANKA_083655	PBANKA_0836550	N/A	no	
PBANKA_0836600	PBANKA_0836600.1	fam-b protein	Previous IDs: PBANKA_083660	PBANKA_0836600	N/A	no	
PBANKA_0836700	PBANKA_0836700.1	fam-a protein	Previous IDs: PB104611.00.0;PB104612.00.0;PBANKA_083670	PBANKA_0836700	N/A	no	
PBANKA_0836800	PBANKA_0836800.1	erythrocyte membrane associated protein 1	Previous IDs: PB104609.00.0;PBANKA_083680	PBANKA_0836800	EMAP1	no	
PBANKA_0836850	PBANKA_0836850.1	PIR protein, pseudogene	Previous IDs: PBANKA_083685	PBANKA_0836850	N/A	no	
PBANKA_0836900	PBANKA_0836900.1	PIR protein	Previous IDs: PB200042.00.0;PBANKA_083690	PBANKA_0836900	N/A	no	
PBANKA_0836921	PBANKA_0836921.1	PIR protein	Previous IDs: PB200027.00.0	PBANKA_0836921	N/A	no	
PBANKA_0836941	PBANKA_0836941.1	fam-b protein	Previous IDs: PB200078.00.2;PBANKA_000550	PBANKA_0836941	N/A	no	
PBANKA_0836961	PBANKA_0836961.1	PIR protein	Previous IDs: PB200078.00.0;PB405858.00.0;PBANKA_000540	PBANKA_0836961	N/A	no	
PBANKA_0836981	PBANKA_0836981.1	PIR protein	Previous IDs: PB200006.00.2;PB500010.00.0;PB500033.00.0;PBANKA_000530	PBANKA_0836981	N/A	no	
PBANKA_0837001	PBANKA_0837001.1	PIR protein	Previous IDs: PB200006.00.1;PBANKA_000430	PBANKA_0837001	N/A	no	
PBANKA_0837021	PBANKA_0837021.1	PIR protein, pseudogene	Previous IDs: PBANKA_000470	PBANKA_0837021	N/A	no	
PBANKA_0837041	PBANKA_0837041.1	fam-b protein	N/A	PBANKA_0837041	N/A	no	
PBANKA_0837061	PBANKA_0837061.1	tryptophan-rich protein, fragment	N/A	PBANKA_0837061	N/A	no	
PBANKA_0837081	PBANKA_0837081.1	PIR protein	Previous IDs: PB405791.00.0;PB500002.00.0;PBANKA_000310	PBANKA_0837081	N/A	no	
PBANKA_0837101	PBANKA_0837101.1	PIR protein	N/A	PBANKA_0837101	N/A	no	
PBANKA_0837121	PBANKA_0837121.1	PIR protein	Previous IDs: PB200014.00.0;PB500049.00.0;PBANKA_000010	PBANKA_0837121	N/A	no	
PBANKA_0837141	PBANKA_0837141.1	PIR protein	Previous IDs: PBANKA_000210	PBANKA_0837141	N/A	no	
PBANKA_0837161	PBANKA_0837161.1	PIR protein	Previous IDs: PB200064.00.0;PB500023.00.0;PBANKA_000320	PBANKA_0837161	N/A	no	
PBANKA_0837181	PBANKA_0837181.1	PIR protein	Previous IDs: PB200101.00.0;PB500029.00.0;PBANKA_146610	PBANKA_0837181	N/A	no	
PBANKA_0837201	PBANKA_0837201.1	fam-a protein	N/A	PBANKA_0837201	N/A	no	
PBANKA_0900600	PBANKA_0900600.1	PIR protein	Previous IDs: PB200084.00.0;PB200115.00.0;PB500014.00.0;PBANKA_090060	PBANKA_0900600	N/A	no	
PBANKA_0900900	PBANKA_0900900.1	reticulocyte binding protein, putative	Previous IDs: PB000035.01.0;PB000130.03.0;PB000244.01.0;PB000327.03.0;PB001046.03.0;PB001047.03.0;PB001048.03.0;PB107418.00.0;PB300874.00.0;PB404604.00.0;PB405573.00.0;PB405574.00.0;PBANKA_090080;PBANKA_090090	PBANKA_0900900	Pb235	no	
PBANKA_0901000	PBANKA_0901000.1	fam-a protein	Previous IDs: PB102313.00.0;PBANKA_090100	PBANKA_0901000	N/A	no	
PBANKA_0901100	PBANKA_0901100.1	serine/threonine protein kinase, putative	Previous IDs: PB000797.02.0;PB301171.00.0;PBANKA_090110	PBANKA_0901100	N/A	no	
PBANKA_0901200	PBANKA_0901200.1	peroxisome assembly protein 22, putative	Previous IDs: PB000800.02.0;PB300600.00.0;PBANKA_090120	PBANKA_0901200	PEX22	no	
PBANKA_0901300	PBANKA_0901300.1	membrane associated erythrocyte binding-like protein	Previous IDs: PB000798.02.0;PBANKA_090130;PBANKA_0901300.1;PBANKA_0901300.2;PbMAEBL	PBANKA_0901300	MAEBL	no	
PBANKA_0901300	PBANKA_0901300.2	membrane associated erythrocyte binding-like protein	Previous IDs: PB000798.02.0;PBANKA_090130;PBANKA_0901300.1;PBANKA_0901300.2;PbMAEBL	PBANKA_0901300	MAEBL	no	
PBANKA_0901400	PBANKA_0901400.1	ATP synthase subunit delta, mitochondrial, putative	Previous IDs: PB000801.02.0;PBANKA_090140	PBANKA_0901400	N/A	no	
PBANKA_0901500	PBANKA_0901500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000802.02.0;PBANKA_090150	PBANKA_0901500	N/A	no	
PBANKA_0901600	PBANKA_0901600.1	protein farnesyltransferase subunit beta, putative	Previous IDs: PB000799.02.0;PB301527.00.0;PBANKA_090160	PBANKA_0901600	FTB	no	
PBANKA_0901700	PBANKA_0901700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB300448.00.0;PBANKA_090170	PBANKA_0901700	N/A	no	
PBANKA_0901800	PBANKA_0901800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000803.02.0;PB000976.00.0;PB300447.00.0;PBANKA_090180	PBANKA_0901800	N/A	no	
PBANKA_0901900	PBANKA_0901900.1	tubulin--tyrosine ligase, putative	Previous IDs: PB000196.01.0;PB000497.00.0;PB100789.00.0;PB301064.00.0;PBANKA_090190	PBANKA_0901900	N/A	no	
PBANKA_0902000	PBANKA_0902000.1	dynein light chain, putative	Previous IDs: PBANKA_090200	PBANKA_0902000	N/A	no	
PBANKA_0902100	PBANKA_0902100.1	sporozoite and liver stage asparagine-rich protein	Previous IDs: PB000542.00.0;PB000547.01.0;PB000579.01.0;PBANKA_090210	PBANKA_0902100	SLARP	no	
PBANKA_0902200	PBANKA_0902200.1	protein YIPF6, putative	Previous IDs: PB100385.00.0;PBANKA_090220	PBANKA_0902200	N/A	no	
PBANKA_0902300	PBANKA_0902300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000656.02.0;PB000720.00.0;PB001531.02.0;PBANKA_090230;PBANKA_090240	PBANKA_0902300	N/A	no	
PBANKA_0902400	PBANKA_0902400.1	kinesin-like protein, putative	Previous IDs: PB000013.02.0;PBANKA_090250	PBANKA_0902400	N/A	no	
PBANKA_0902500	PBANKA_0902500.1	oocyst rupture protein 1	Previous IDs: PB000078.00.0;PB105274.00.0;PBANKA_090260	PBANKA_0902500	ORP1	no	
PBANKA_0902600	PBANKA_0902600.1	leucine-rich repeat protein	Previous IDs: PB107308.00.0;PBANKA_090270	PBANKA_0902600	LRR10	no	
PBANKA_0902700	PBANKA_0902700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB100481.00.0;PBANKA_090280	PBANKA_0902700	N/A	no	
PBANKA_0902800	PBANKA_0902800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000941.03.0;PBANKA_090290	PBANKA_0902800	N/A	no	
PBANKA_0902900	PBANKA_0902900.1	conserved protein, unknown function	Previous IDs: PB105147.00.0;PBANKA_090300	PBANKA_0902900	N/A	no	
PBANKA_0903000	PBANKA_0903000.1	ribosome assembly protein 4, putative	Previous IDs: PB001104.03.0;PBANKA_090310	PBANKA_0903000	RSA4	no	
PBANKA_0903100	PBANKA_0903100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB100819.00.0;PB100820.00.0;PBANKA_090315	PBANKA_0903100	N/A	no	
PBANKA_0903200	PBANKA_0903200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000480.00.0;PB000818.01.0;PBANKA_090320	PBANKA_0903200	N/A	no	
PBANKA_0903300	PBANKA_0903300.1	bicoid-interacting protein BIN3, putative	Previous IDs: PB000441.01.0;PB000819.01.0;PBANKA_090330	PBANKA_0903300	N/A	no	
PBANKA_0903400	PBANKA_0903400.1	TMEM65 domain-containing protein, putative	Previous IDs: PB000947.01.0;PBANKA_090340	PBANKA_0903400	N/A	no	
PBANKA_0903500	PBANKA_0903500.1	ABC transporter B family member 3, putative	Previous IDs: PB000388.01.0;PBANKA_090350	PBANKA_0903500	ABCB3	no	
PBANKA_0903600	PBANKA_0903600.1	dynamin-like protein, putative	Previous IDs: PB000159.03.0;PBANKA_090360	PBANKA_0903600	DYN1	no	
PBANKA_0903700	PBANKA_0903700.1	cysteine-rich PDZ-binding protein, putative	Previous IDs: PBANKA_090370	PBANKA_0903700	CRIPT	no	
PBANKA_0903800	PBANKA_0903800.1	serine/threonine protein kinase, putative	Previous IDs: PB000477.02.0;PBANKA_090380	PBANKA_0903800	N/A	no	
PBANKA_0903900	PBANKA_0903900.1	coatomer subunit gamma, putative	Previous IDs: PB000200.00.0;PB000992.03.0;PB001644.02.0;PBANKA_090390	PBANKA_0903900	SEC21	no	
PBANKA_0904000	PBANKA_0904000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB108654.00.0;PB400513.00.0;PB401700.00.0;PBANKA_090400	PBANKA_0904000	N/A	no	
